publication_date	list_label	scope	rank	entry_name	issue_url
1984-09-15	Mid-South	territory	7	Butch Reed	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Mid-South	territory	8	Lanny Poffo	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Mid-South	territory	9	Kamala	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Mid-South	territory	10	Joe Savoldi	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Mid-Southern	territory	1	Austin Idol	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Mid-Southern	territory	2	Jerry Lawler	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Mid-Southern	territory	3	Jos LeDuc	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Mid-Southern	territory	4	Rick Rude	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Mid-Southern	territory	6	Eddie Gilbert	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Mid-Southern	territory	7	Tommy Rich	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Mid-Southern	territory	8	Randy Savage	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Mid-Southern	territory	9	Sheik Abdullah	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Mid-Southern	territory	10	Norvell Austin	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Northwest	territory	1	Rip Oliver	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Northwest	territory	2	Matt Borne	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Northwest	territory	4	Curt Hennig	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Northwest	territory	7	Jules Strongbow	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Northwest	territory	8	Ed Wiskowski	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Northwest	territory	9	Tom Prichard	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	Northwest	territory	10	Mike Miller	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	World Class	territory	1	Chris Adams	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	World Class	territory	2	Jim Garvin	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	World Class	territory	3	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	World Class	territory	4	Kevin Von Erich	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	World Class	territory	6	Mike Von Erich	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	World Class	territory	7	Butch Reed	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	World Class	territory	8	Johnny Mantell	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	World Class	territory	9	Kamala	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-15	World Class	territory	10	The Missing Link	http://www.profightdb.com/pwi-monthly/fall-1984-387.html
1984-09-01	Top 10	singles	1	Ric Flair	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Top 10	singles	3	Jumbo Tsuruta	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Top 10	singles	4	Hulk Hogan	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Top 10	singles	6	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Top 10	singles	7	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Top 10	singles	8	Carlos Colon	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Top 10	singles	9	Ricky Steamboat	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Top 10	singles	10	Rick Martel	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Popular	most_popular	3	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Popular	most_popular	4	Hulk Hogan	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Popular	most_popular	5	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Popular	most_popular	6	Junkyard Dog	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Popular	most_popular	7	Sergeant Slaughter	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Popular	most_popular	8	Jerry Lawler	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Popular	most_popular	9	Ricky Steamboat	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Hated	most_hated	2	Kevin Sullivan	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Hated	most_hated	3	The Spoiler	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Hated	most_hated	4	Buzz Sawyer	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Hated	most_hated	5	The Iron Sheik	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Hated	most_hated	6	Krusher Kruschev	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Hated	most_hated	8	Butch Reed	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Hated	most_hated	9	Jim Garvin	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Most Hated	most_hated	10	Ken Patera	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	WWF	promotion	1	David Schultz	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	WWF	promotion	2	Tito Santana	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	WWF	promotion	3	Bob Backlund	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	WWF	promotion	4	Sergeant Slaughter	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	WWF	promotion	5	Greg Valentine	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	WWF	promotion	6	Paul Orndorff	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	WWF	promotion	7	The Iron Sheik	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	WWF	promotion	8	Jimmy Snuka	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	AWA	promotion	1	Rick Martel	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	AWA	promotion	5	Jerry Lawler	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	AWA	promotion	6	Larry Zbyszko	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	AWA	promotion	7	Brad Rheingans	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	AWA	promotion	9	Mr. Saito	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	AWA	promotion	10	Billy Robinson	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	NWA	promotion	1	Ricky Steamboat	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	NWA	promotion	2	The Spoiler	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	NWA	promotion	4	Ron Bass	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	NWA	promotion	5	Angelo Mosca Jr.	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	NWA	promotion	6	Carlos Colon	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	NWA	promotion	7	Billy Jack	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	NWA	promotion	8	Chris Adams	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	NWA	promotion	9	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	NWA	promotion	10	Stan Hansen	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Florida	territory	1	Ron Bass	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Florida	territory	2	Billy Jack	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Florida	territory	3	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Florida	territory	4	Mike Rotundo	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Florida	territory	5	Barry Windham	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Florida	territory	6	Kendo Nagasaki	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Florida	territory	7	Kevin Sullivan	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Florida	territory	8	Buzz Sawyer	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Florida	territory	10	Mike Davis	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Georgia	territory	1	The Spoiler	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Georgia	territory	2	Ronnie Garvin	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Georgia	territory	3	Jake Roberts	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Georgia	territory	4	King Kong Bundy	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Georgia	territory	6	Ted DiBiase	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Georgia	territory	7	Sweet Brown Sugar	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Georgia	territory	8	Wahoo McDaniel	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Georgia	territory	9	Tommy Rogers	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Atlantic	territory	1	Ricky Steamboat	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Atlantic	territory	2	Angelo Mosca Jr.	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Atlantic	territory	4	Mark Youngblood	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Atlantic	territory	5	Tully Blanchard	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Atlantic	territory	6	Dick Slater	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Atlantic	territory	7	Junkyard Dog	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Atlantic	territory	8	Wahoo McDaniel	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-South	territory	2	Magnum T. A.	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-South	territory	3	Krusher Kruschev	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-South	territory	4	Nikolai Volkoff	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-South	territory	6	Butch Reed	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-South	territory	7	Sheik Abdullah	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-South	territory	9	Masao Ito	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-South	territory	10	Joe Savoldi	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Southern	territory	1	Randy Savage	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Southern	territory	2	Humongus	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Southern	territory	3	Austin Idol	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Southern	territory	4	Jerry Lawler	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Southern	territory	5	Jos LeDuc	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Southern	territory	6	Rick Rude	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Southern	territory	7	Tommy Rich	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Southern	territory	8	Eddie Gilbert	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Mid-Southern	territory	10	Norvell Austin	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Northwest	territory	2	Rip Oliver	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Northwest	territory	4	Matt Borne	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Northwest	territory	6	Curt Hennig	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Northwest	territory	7	Ed Wiskowski	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Northwest	territory	8	Jules Strongbow	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Northwest	territory	9	Tom Prichard	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	Northwest	territory	10	Mike Miller	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	World Class	territory	1	Chris Adams	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	World Class	territory	2	Jim Garvin	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	World Class	territory	3	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	World Class	territory	4	Kevin Von Erich	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	World Class	territory	6	Mike Von Erich	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	World Class	territory	7	The Missing Link	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	World Class	territory	8	Butch Reed	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	World Class	territory	9	Kamala	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-09-01	World Class	territory	10	Johnny Mantell	http://www.profightdb.com/pwi-monthly/september-1984-283.html
1984-11-01	Top 10	singles	1	Ric Flair	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Top 10	singles	3	Rick Martel	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Top 10	singles	4	Hulk Hogan	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Top 10	singles	6	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Top 10	singles	7	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Top 10	singles	8	Wahoo McDaniel	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Top 10	singles	9	Tully Blanchard	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Top 10	singles	10	Carlos Colon	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Popular	most_popular	2	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Popular	most_popular	4	Hulk Hogan	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Popular	most_popular	5	Rick Martel	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Popular	most_popular	6	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Popular	most_popular	7	Sergeant Slaughter	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Popular	most_popular	8	Billy Jack	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Popular	most_popular	9	Ricky Steamboat	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Popular	most_popular	10	Junkyard Dog	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Hated	most_hated	1	Tully Blanchard	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Hated	most_hated	2	Ted DiBiase	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Hated	most_hated	3	Kevin Sullivan	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Hated	most_hated	4	Abdullah The Butcher	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Hated	most_hated	6	Nikolai Volkoff	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Hated	most_hated	7	The Iron Sheik	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Hated	most_hated	8	Angelo Mosca	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Hated	most_hated	9	Jim Garvin	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Most Hated	most_hated	10	Butch Reed	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	WWF	promotion	1	Tito Santana	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	WWF	promotion	2	Greg Valentine	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	WWF	promotion	3	Bob Backlund	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	WWF	promotion	4	Sergeant Slaughter	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	WWF	promotion	5	Jimmy Snuka	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	WWF	promotion	7	Paul Orndorff	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	WWF	promotion	8	The Iron Sheik	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	WWF	promotion	9	David Schultz	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	WWF	promotion	10	George Steele	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	AWA	promotion	2	Abdullah The Butcher	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	AWA	promotion	5	Jumbo Tsuruta	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	AWA	promotion	6	Jerry Lawler	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	AWA	promotion	7	Larry Zbyszko	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	AWA	promotion	8	Billy Robinson	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	AWA	promotion	9	Brad Rheingans	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	AWA	promotion	10	Curt Hennig	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	NWA	promotion	1	Wahoo McDaniel	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	NWA	promotion	2	The Spoiler	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	NWA	promotion	4	Angelo Mosca	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	NWA	promotion	5	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	NWA	promotion	6	Angelo Mosca Jr.	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	NWA	promotion	7	Billy Graham	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	NWA	promotion	8	Carlos Colon	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	NWA	promotion	9	Gino Hernandez	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	NWA	promotion	10	Ricky Steamboat	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Florida	territory	1	Angelo Mosca	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Florida	territory	2	Billy Graham	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Florida	territory	3	Billy Jack	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Florida	territory	4	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Florida	territory	5	Mike Rotunda	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Florida	territory	6	Barry Windham	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Florida	territory	7	Dick Slater	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Florida	territory	8	Ron Bass	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Florida	territory	9	Kevin Sullivan	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Georgia	territory	1	The Spoiler	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Georgia	territory	2	Ronnie Garvin	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Georgia	territory	3	Ted DiBiase	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Georgia	territory	5	Jake Roberts	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Georgia	territory	6	Billy Jack	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Georgia	territory	7	Nikolai Volkoff	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Georgia	territory	8	Krusher Kruschev	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Georgia	territory	10	Jerry Oates	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Atlantic	territory	1	Wahoo McDaniel	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Atlantic	territory	2	Angelo Mosca Jr.	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Atlantic	territory	3	Tully Blanchard	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Atlantic	territory	5	Junkyard Dog	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Atlantic	territory	6	Ricky Steamboat	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Atlantic	territory	7	Mark Youngblood	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Atlantic	territory	8	Buzz Sawyer	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Atlantic	territory	9	The Masked Outlaw	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Atlantic	territory	10	Adrian Street	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-South	territory	1	Magnum T. A.	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-South	territory	3	Krusher Kruschev	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-South	territory	5	Junkyard Dog	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-South	territory	6	Butch Reed	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-South	territory	8	Nikolai Volkoff	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-South	territory	9	Jay Youngblood	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Southern	territory	1	Rick Rude	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Southern	territory	2	Jerry Lawler	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Southern	territory	3	Masao Ito	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Southern	territory	4	Randy Savage	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Southern	territory	5	Austin Idol	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Southern	territory	6	Tommy Rich	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Southern	territory	7	Eddie Gilbert	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Southern	territory	8	Ricky Morton	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Southern	territory	9	Robert Gibson	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Mid-Southern	territory	10	Jim Neidhart	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Northwest	territory	1	Rip Oliver	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Northwest	territory	4	Mr. Ebony	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Northwest	territory	5	Tom Prichard	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Northwest	territory	6	Armando Guerrero	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Northwest	territory	8	Mike Miller	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	Northwest	territory	9	Doug Somers	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	World Class	territory	1	Gino Hernandez	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	World Class	territory	2	Jim Garvin	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	World Class	territory	3	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	World Class	territory	4	Chris Adams	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	World Class	territory	5	Kevin Von Erich	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	World Class	territory	6	Terry Gordy	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	World Class	territory	7	The Missing Link	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	World Class	territory	8	Mike Von Erich	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	World Class	territory	9	Killer Khan	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-11-01	World Class	territory	10	Butch Reed	http://www.profightdb.com/pwi-monthly/november-1984-285.html
1984-12-15	Top 10	singles	1	Ric Flair	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Top 10	singles	3	Rick Martel	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Top 10	singles	4	Hulk Hogan	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Top 10	singles	6	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Top 10	singles	7	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Top 10	singles	8	Wahoo McDaniel	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Top 10	singles	9	Tully Blanchard	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Top 10	singles	10	Carlos Colon	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Popular	most_popular	2	Dusty Rhodes	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Popular	most_popular	4	Hulk Hogan	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Popular	most_popular	5	Rick Martel	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Popular	most_popular	6	Kerry Von Erich	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Popular	most_popular	7	Billy Jack	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Popular	most_popular	8	Sergeant Slaughter	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
1984-12-15	Most Popular	most_popular	9	Ricky Steamboat	http://www.profightdb.com/pwi-monthly/winter-1984-415.html
